GAS5,lncRNA,60674,Homo sapiens,NR_002578.3,666
DIO3OS,lncRNA,64150,Homo sapiens,NR_152588.1,728
TTTY15,lncRNA,64595,Homo sapiens,NR_001545.2,5338
Neat1,lncRNA,66961,Mus musculus,NR_003513.3,3236
Tmem134,lncRNA,66990,Mus musculus,NR_073409.2,3772
Rnf149,lncRNA,67702,Mus musculus,MGP_AKRJ_T0019456.1,518
Rab10os,lncRNA,74173,Mus musculus,NR_015551.1,1089
Mir99ahg,lncRNA,77994,Mus musculus,NR_015543.3,3197
RHPN1-AS1,lncRNA,78998,Homo sapiens,NR_026785.1,2059
LINC00341,lncRNA,79686,Homo sapiens,ENST00000555759.1,5585
LINC00472,lncRNA,79940,Homo sapiens,NR_026807.2,9651
AGPAT4-IT1,lncRNA,79992,Homo sapiens,NR_024277.1,1896
HEXA-AS1,lncRNA,80072,Homo sapiens,NR_027262.1,2876
FER1L4,lncRNA,80307,Homo sapiens,NR_119376.1,6813
ZNRD1-AS1,lncRNA,80862,Homo sapiens,NR_026751.2,2485
MIR600HG,lncRNA,81571,Homo sapiens,NR_026677.1,6088
FAM167A-AS1,lncRNA,83656,Homo sapiens,NR_026814.1,1240
TTTY9A,lncRNA,83864,Homo sapiens,NR_001530.1,1661
LINC01547,lncRNA,84536,Homo sapiens,NR_027128.1,1877
LINC00852,lncRNA,84657,Homo sapiens,NR_026829.1,1365
LINC00467,lncRNA,84791,Homo sapiens,NR_026761.2,809
CROCCP2,lncRNA,84809,Homo sapiens,NR_026752.1,1791
MGC12916,lncRNA,84815,Homo sapiens,NR_026880.1,2035
SNHG7,lncRNA,84973,Homo sapiens,NR_003672.2,2208
MIR22HG,lncRNA,84981,Homo sapiens,NR_028502.1,2697
URB1-AS1,lncRNA,84996,Homo sapiens,NR_026845.1,840
ARRDC1-AS1,lncRNA,85026,Homo sapiens,NR_122035.1,1529
SNHG12,lncRNA,85028,Homo sapiens,NR_024127.2,789
LOC90246,lncRNA,90246,Homo sapiens,NR_026954.1,2801
OLMALINC,lncRNA,90271,Homo sapiens,NR_026762.1,1018
LINC00473,lncRNA,90632,Homo sapiens,NR_026860.1,1859
CTBP1-AS2,lncRNA,92070,Homo sapiens,NR_033339.1,2988
LOC93622,lncRNA,93622,Homo sapiens,NR_015433.2,1712
ST7-AS1,lncRNA,93653,Homo sapiens,NR_002330.1,1936
ST7-OT3,lncRNA,93655,Homo sapiens,NR_002332.2,1039
SERHL,lncRNA,94009,Homo sapiens,NR_027786.1,1377
LINC00152,lncRNA,112597,Homo sapiens,NR_024204.2,865
LINC00313,lncRNA,114038,Homo sapiens,NR_026863.1,588
LINC00334,lncRNA,114042,Homo sapiens,NR_135279.1,550
MCM3AP-AS1,lncRNA,114044,Homo sapiens,NR_002776.4,2372
MIR155HG,lncRNA,114614,Homo sapiens,NR_001458.3,1522
CSPG4P5,lncRNA,114817,Homo sapiens,ENST00000558731.1,3793
EPB41L4A-AS1,lncRNA,114915,Homo sapiens,NR_015370.2,1212
LRRC75A-AS1,lncRNA,125144,Homo sapiens,NR_027158.1,905
SNHG11,lncRNA,128439,Homo sapiens,NR_003239.1,1117
LINC00266-1,lncRNA,140849,Homo sapiens,NR_040415.1,734
CRHR1-IT1,lncRNA,147081,Homo sapiens,NR_026680.3,2158
LINC00337,lncRNA,148645,Homo sapiens,NR_103534.1,1666
GNAS-AS1,lncRNA,149775,Homo sapiens,NR_002785.2,1175
LINC00342,lncRNA,150759,Homo sapiens,NR_103734.1,3173
LOC152225,lncRNA,152225,Homo sapiens,NR_026934.1,2081
CIDECP,lncRNA,152302,Homo sapiens,NR_002786.1,815
LINC01600,lncRNA,154386,Homo sapiens,NR_131168.1,2469
BVES-AS1,lncRNA,154442,Homo sapiens,NR_037157.1,1750
MGC27345,lncRNA,157247,Homo sapiens,ENST00000481788.1,1070
FAM201A,lncRNA,158228,Homo sapiens,NR_027294.1,1766
NKAPP1,lncRNA,158801,Homo sapiens,NR_027131.1,2469
ZNF883,lncRNA,169834,Homo sapiens,ENST00000638622.1,2455
LINC01599,lncRNA,196913,Homo sapiens,NR_131171.1,1010
TMEM51-AS1,lncRNA,200197,Homo sapiens,NR_027136.1,7079
LINC00116,lncRNA,205251,Homo sapiens,NR_152515.1,2191
LINC00305,lncRNA,221241,Homo sapiens,NR_027245.1,898
LINC00518,lncRNA,221718,Homo sapiens,NR_027793.1,3062
HOXA11-AS,lncRNA,221883,Homo sapiens,NR_002795.2,1652
AI504432,lncRNA,229694,Mus musculus,NR_033498.1,5627
LINC00612,lncRNA,253128,Homo sapiens,NR_034140.1,2268
CASC2,lncRNA,255082,Homo sapiens,NR_026939.1,3331
ZNF718,lncRNA,255403,Homo sapiens,NR_110527.1,1245
LINC00521,lncRNA,256369,Homo sapiens,NR_024182.1,1980
TINCR,lncRNA,257000,Homo sapiens,NR_027064.3,3787
DSCR9,lncRNA,257203,Homo sapiens,NR_026719.2,1706
LINC00094,lncRNA,266655,Homo sapiens,NR_149319.1,3040
H19,lncRNA,283120,Homo sapiens,NR_002196.2,2396
NEAT1,lncRNA,283131,Homo sapiens,NR_028272.1,3810
KIRREL3-AS3,lncRNA,283165,Homo sapiens,NR_040078.1,1794
LINC01465,lncRNA,283416,Homo sapiens,NR_121682.1,1725
LINC00346,lncRNA,283487,Homo sapiens,NR_027701.1,6413
SNHG10,lncRNA,283596,Homo sapiens,NR_001459.2,1361
ST20-AS1,lncRNA,283687,Homo sapiens,NR_028330.1,2114
LINC00304,lncRNA,283860,Homo sapiens,NR_024347.2,2276
LINC00514,lncRNA,283875,Homo sapiens,NR_033861.1,3268
FBXL19-AS1,lncRNA,283932,Homo sapiens,NR_024348.1,4008
PDXDC2P,lncRNA,283970,Homo sapiens,NR_003610.1,4360
LINC00324,lncRNA,284029,Homo sapiens,NR_026951.1,2146
MIR7-3HG,lncRNA,284424,Homo sapiens,NR_027148.1,779
LINC00319,lncRNA,284836,Homo sapiens,NR_152722.1,2943
TTC28-AS1,lncRNA,284900,Homo sapiens,NR_026962.1,977
RPL23AP82,lncRNA,284942,Homo sapiens,NR_026981.1,1542
TUSC7,lncRNA,285194,Homo sapiens,NR_015391.1,2136
LINC00955,lncRNA,285492,Homo sapiens,NR_040045.1,2519
FAM13A-AS1,lncRNA,285512,Homo sapiens,NR_002806.2,3256
HLA-F-AS1,lncRNA,285830,Homo sapiens,NR_026972.1,1942
LINC00174,lncRNA,285908,Homo sapiens,NR_026873.1,4490
BREA2,lncRNA,286076,Homo sapiens,NR_015445.1,1017
ZNF252P-AS1,lncRNA,286103,Homo sapiens,NR_026974.1,3297
FAM225A,lncRNA,286333,Homo sapiens,NR_024366.1,5885
LINC00632,lncRNA,286411,Homo sapiens,NR_028344.1,1418
H19,lncRNA,309122,Rattus norvegicus,NR_027324.1,2403
NOP14-AS1,lncRNA,317648,Homo sapiens,NR_015453.2,3937
ADAM20P1,lncRNA,317760,Homo sapiens,NR_037933.1,3103
C130071C03Rik,lncRNA,320203,Mus musculus,NR_015561.2,1388
LINC00221,lncRNA,338005,Homo sapiens,NR_027457.2,1778
WHAMMP3,lncRNA,339005,Homo sapiens,NR_003521.1,3641
ASB16-AS1,lncRNA,339201,Homo sapiens,NR_049729.1,2308
FLG-AS1,lncRNA,339400,Homo sapiens,NR_103778.1,4171
H1FX-AS1,lncRNA,339942,Homo sapiens,NR_026991.1,2243
FAM41AY1,lncRNA,340618,Homo sapiens,NR_028083.1,2073
PWARSN,lncRNA,347746,Homo sapiens,NR_022011.1,1823
LINC00265,lncRNA,349114,Homo sapiens,NR_026999.1,4718
CDK4PS,lncRNA,359941,Homo sapiens,ENST00000454213.1,842
THSD1P1,lncRNA,374500,Homo sapiens,NG_032770.2,622
RPS10P7,lncRNA,376693,Homo sapiens,NR_026667.1,709
LINC00162,lncRNA,378825,Homo sapiens,NR_024089.2,760
MALAT1,lncRNA,378938,Homo sapiens,NR_002819.4,8905
SNHG5,lncRNA,387066,Homo sapiens,NR_003038.2,532
FAM99A,lncRNA,387742,Homo sapiens,NR_026643.1,1451
ZNF761,lncRNA,388561,Homo sapiens,NR_110551.2,984
LOC388692,lncRNA,388692,Homo sapiens,ENST00000424684.2,5331
MIR99AHG,lncRNA,388815,Homo sapiens,NR_027790.3,4542
LOC389641,lncRNA,389641,Homo sapiens,NR_033928.1,1999
RPL13AP17,lncRNA,399670,Homo sapiens,NR_003680.1,1875
FLJ22447,lncRNA,400221,Homo sapiens,NR_039985.1,1406
CRYM-AS1,lncRNA,400508,Homo sapiens,NR_026675.1,2337
FAM87B,lncRNA,400728,Homo sapiens,NR_103536.1,1972
MIR137HG,lncRNA,400765,Homo sapiens,NR_046105.1,2505
LINC00487,lncRNA,400941,Homo sapiens,NR_038369.1,2176
PCBP1-AS1,lncRNA,400960,Homo sapiens,NR_033872.1,2431
TEX41,lncRNA,401014,Homo sapiens,NR_033870.2,4870
HAGLR,lncRNA,401022,Homo sapiens,NR_033979.2,3867
ZNF833P,lncRNA,401898,Homo sapiens,NR_028594.1,2044
GRIFIN,lncRNA,402635,Homo sapiens,ENST00000611693.1,660
MIR17HG,lncRNA,407975,Homo sapiens,NR_027349.1,941
ZNF32-AS2,lncRNA,414208,Homo sapiens,NR_047558.1,918
LINC00596,lncRNA,414767,Homo sapiens,ENST00000559615.1,953
HCG18,lncRNA,414777,Homo sapiens,NR_024052.2,6918
HCG17,lncRNA,414778,Homo sapiens,NR_052012.1,757
THAP7-AS1,lncRNA,439931,Homo sapiens,NR_027051.1,2670
LINC00238,lncRNA,440184,Homo sapiens,NR_024338.2,1201
WHAMMP2,lncRNA,440253,Homo sapiens,NR_026589.1,5321
SUZ12P1,lncRNA,440423,Homo sapiens,NR_024187.2,739
MIAT,lncRNA,440823,Homo sapiens,NR_003491.3,10340
ZFAS1,lncRNA,441951,Homo sapiens,NR_003604.3,1023
Dnm3os,lncRNA,474332,Mus musculus,NR_002870.2,8042
GS1-124K5.11,lncRNA,493754,Homo sapiens,NR_111972.1,1991
HCG11,lncRNA,493812,Homo sapiens,NR_026790.1,5770
PAPPA-AS1,lncRNA,493913,Homo sapiens,NR_103711.1,2508
BDNF-AS,lncRNA,497258,Homo sapiens,NR_002832.2,2356
A1BG-AS1,lncRNA,503538,Homo sapiens,NR_015380.2,2207
LOH12CR2,lncRNA,503693,Homo sapiens,NR_024061.1,1560
C1QTNF9B-AS1,lncRNA,542767,Homo sapiens,ENST00000382133.9,867
Tug1,lncRNA,544752,Mus musculus,NR_002321.2,4799
MIR31HG,lncRNA,554202,Homo sapiens,NR_027054.2,2299
JPX,lncRNA,554203,Homo sapiens,NR_024582.1,1721
LINC00862,lncRNA,554279,Homo sapiens,NR_040064.1,1466
HAS2-AS1,lncRNA,594842,Homo sapiens,NR_002835.2,2333
BC029722,lncRNA,613262,Mus musculus,NR_015528.1,1424
SNHG6,lncRNA,641638,Homo sapiens,NR_002599.2,738
MIR4500HG,lncRNA,642345,Homo sapiens,NR_033829.1,1699
POU5F1P3,lncRNA,642559,Homo sapiens,NR_036440.1,1100
GRIK1-AS1,lncRNA,642976,Homo sapiens,NR_027021.1,1119
KANSL1-AS1,lncRNA,644246,Homo sapiens,NR_034172.1,546
LOC645166,lncRNA,645166,Homo sapiens,NR_027354.2,1120
LINC00461,lncRNA,645323,Homo sapiens,NR_015436.2,3222
POU5F1P4,lncRNA,645682,Homo sapiens,NR_034180.1,1099
LINC00520,lncRNA,645687,Homo sapiens,NR_026796.1,2122
ADORA2A-AS1,lncRNA,646023,Homo sapiens,NR_028483.2,2082
LINC00598,lncRNA,646982,Homo sapiens,NR_024505.1,2122
UCA1,lncRNA,652995,Homo sapiens,NR_015379.3,2348
SNHG20,lncRNA,654434,Homo sapiens,NR_027058.1,2215
D330041H03Rik,lncRNA,654822,Mus musculus,NR_033554.1,1506
LINC01545,lncRNA,724087,Homo sapiens,NR_046101.1,564
SNHG4,lncRNA,724102,Homo sapiens,NR_003141.3,1116
NUTM2D,lncRNA,728130,Homo sapiens,NR_075100.1,5623
PI4KAP1,lncRNA,728233,Homo sapiens,NR_003563.1,2394
CARMN,lncRNA,728264,Homo sapiens,NR_105059.1,1028
HULC,lncRNA,728655,Homo sapiens,NR_004855.2,508
OIP5-AS1,lncRNA,729082,Homo sapiens,NR_026757.2,8971
LOC730101,lncRNA,730101,Homo sapiens,NR_024403.1,3839
MEIS1-AS3,lncRNA,730198,Homo sapiens,NR_046438.2,4174
SNHG9,lncRNA,735301,Homo sapiens,NR_003142.2,350
Hottip,lncRNA,791364,Mus musculus,NR_110441.1,2921
POU5F1P5,lncRNA,100009667,Homo sapiens,NR_131184.1,951
D030047H15Rik,lncRNA,100037396,Mus musculus,NR_033548.1,2573
Gm2350,lncRNA,100039635,Mus musculus,ENSMUST00000176586.1,487
CDKN2B-AS1,lncRNA,100048912,Homo sapiens,NR_003529.3,3913
HOTAIR,lncRNA,100124700,Homo sapiens,NR_003716.3,2398
LINC00322,lncRNA,100126693,Homo sapiens,NR_103713.2,920
GHRLOS,lncRNA,100126793,Homo sapiens,NR_004431.3,1808
WWTR1-AS1,lncRNA,100128025,Homo sapiens,NR_040250.1,1725
LINC00696,lncRNA,100128378,Homo sapiens,NR_027331.1,3063
LL0XNC01-116E7.2,lncRNA,100128594,Homo sapiens,NR_146556.1,1277
LINC00476,lncRNA,100128782,Homo sapiens,NR_023389.1,1289
SRRM2-AS1,lncRNA,100128788,Homo sapiens,NR_027274.1,1391
ZNF37BP,lncRNA,100129482,Homo sapiens,NR_026777.2,8851
CECR7,lncRNA,100130418,Homo sapiens,NR_015352.2,4111
CECR5-AS1,lncRNA,100130717,Homo sapiens,NR_024482.1,362
ZNF503-AS2,lncRNA,100131213,Homo sapiens,NR_024421.1,2514
LOC100132077,lncRNA,100132077,Homo sapiens,NR_033937.1,2193
BSN-AS2,lncRNA,100132677,Homo sapiens,NR_038866.1,2641
Peg3os,lncRNA,100169889,Mus musculus,NR_023846.1,878
RAMP2-AS1,lncRNA,100190938,Homo sapiens,NR_024461.1,3319
TPT1-AS1,lncRNA,100190939,Homo sapiens,NR_024458.1,1604
LINC00173,lncRNA,100287569,Homo sapiens,NR_027345.1,1620
LINC00630,lncRNA,100287765,Homo sapiens,NR_038988.2,3542
GS1-124K5.4,lncRNA,100289098,Homo sapiens,NR_134570.1,761
DNAJC3-AS1,lncRNA,100289274,Homo sapiens,NR_132117.1,2950
FAM41AY2,lncRNA,100302526,Homo sapiens,NR_028084.1,2073
FTX,lncRNA,100302692,Homo sapiens,NR_028379.1,2390
SLC25A5-AS1,lncRNA,100303728,Homo sapiens,NR_028443.1,3160
HOTTIP,lncRNA,100316868,Homo sapiens,NR_037843.3,4732
NPPA-AS1,lncRNA,100379251,Homo sapiens,NR_037806.1,1686
MIR181A2HG,lncRNA,100379345,Homo sapiens,NR_038975.1,626
MINOS1P1,lncRNA,100462953,Homo sapiens,NR_051980.1,2320
Trp53cor1,lncRNA,100504267,Mus musculus,NR_036469.2,3166
ANKRD10-IT1,lncRNA,100505494,Homo sapiens,ENST00000426991.2,814
FGD5-AS1,lncRNA,100505641,Homo sapiens,NR_046251.1,3860
FTO-IT1,lncRNA,100505692,Homo sapiens,NR_103838.1,883
KIRREL-IT1,lncRNA,100505785,Homo sapiens,NR_145471.1,1541
STK4-AS1,lncRNA,100505826,Homo sapiens,NR_038341.1,2160
MAGI2-AS3,lncRNA,100505881,Homo sapiens,NR_038343.2,8620
MIR210HG,lncRNA,100506211,Homo sapiens,NR_038262.1,2336
HOTAIRM1,lncRNA,100506311,Homo sapiens,NR_038366.1,1068
OTUD6B-AS1,lncRNA,100506365,Homo sapiens,NR_110438.1,4424
CBR3-AS1,lncRNA,100506428,Homo sapiens,NR_038892.1,1598
SPAG5-AS1,lncRNA,100506436,Homo sapiens,NR_040012.1,1399
LIFR-AS1,lncRNA,100506495,Homo sapiens,NR_103553.1,3858
PRKAR2A-AS1,lncRNA,100506637,Homo sapiens,NR_109996.1,3535
AGAP1-IT1,lncRNA,100506749,Homo sapiens,NR_131900.1,693
FOXP1-IT1,lncRNA,100506815,Homo sapiens,ENST00000498714.1,3598
MYLK-AS1,lncRNA,100506826,Homo sapiens,NR_038266.2,826
LL0XNC01-250H12.3,lncRNA,100506901,Homo sapiens,XR_001755930.1,6864
FLNB-AS1,lncRNA,100506906,Homo sapiens,ENST00000488720.1,3771
CCAT1,lncRNA,100507056,Homo sapiens,NR_108049.1,2835
TEX26-AS1,lncRNA,100507064,Homo sapiens,NR_038287.1,2103
BOLA3-AS1,lncRNA,100507171,Homo sapiens,NR_045634.1,4250
SNHG16,lncRNA,100507246,Homo sapiens,NR_038108.1,2575
ERVK13-1,lncRNA,100507321,Homo sapiens,NR_040023.1,8456
SRGAP3-AS2,lncRNA,100507660,Homo sapiens,NR_121663.1,1329
DYX1C1-CCPG1,lncRNA,100533483,Homo sapiens,NR_037923.1,4908
PCAT1,lncRNA,100750225,Homo sapiens,NR_045262.2,2021
CARS-AS1,lncRNA,100852407,Homo sapiens,NR_046580.1,2703
PINK1-AS,lncRNA,100861548,Homo sapiens,NR_046507.1,4507
DIP2A-IT1,lncRNA,100862692,Homo sapiens,NR_046400.1,435
HYI-AS1,lncRNA,100873923,Homo sapiens,ENST00000600323.2,1316
MED14OS,lncRNA,100873985,Homo sapiens,ENST00000456333.2,915
MEIS1-AS2,lncRNA,100873998,Homo sapiens,NR_046625.1,720
NAV2-AS5,lncRNA,100874012,Homo sapiens,NR_049725.1,3384
PRRT3-AS1,lncRNA,100874032,Homo sapiens,NR_046734.1,623
COX10-AS1,lncRNA,100874058,Homo sapiens,NR_049718.1,1972
TM4SF1-AS1,lncRNA,100874091,Homo sapiens,NR_046650.1,765
LINC00433,lncRNA,100874168,Homo sapiens,NR_047021.1,866
ZMYND10-AS1,lncRNA,100874210,Homo sapiens,ENST00000440013.1,255
LINC00854,lncRNA,100874261,Homo sapiens,NR_047479.3,992
KLF7-IT1,lncRNA,100874272,Homo sapiens,ENST00000428777.1,666
THRB-IT1,lncRNA,100874274,Homo sapiens,ENST00000425296.1,1784
ERI3-IT1,lncRNA,100874278,Homo sapiens,NR_046817.1,671
ALMS1-IT1,lncRNA,100874291,Homo sapiens,NR_046762.1,1792
KCNH1-IT1,lncRNA,100874296,Homo sapiens,NR_046784.1,949
RASA2-IT1,lncRNA,100874298,Homo sapiens,ENST00000507770.1,623
SYNJ2-IT1,lncRNA,100874300,Homo sapiens,NR_046796.1,608
TSSC1-IT1,lncRNA,100874301,Homo sapiens,ENST00000454977.1,730
ITCH-IT1,lncRNA,100874302,Homo sapiens,ENST00000418598.1,212
ALG9-IT1,lncRNA,100874303,Homo sapiens,ENST00000531305.1,696
BACH1-IT2,lncRNA,100874322,Homo sapiens,NR_046564.2,814
HOXA10-AS,lncRNA,100874323,Homo sapiens,NR_046609.1,1178
AMMECR1-IT1,lncRNA,100874352,Homo sapiens,ENST00000418848.1,571
HOXC-AS3,lncRNA,100874365,Homo sapiens,NR_047506.1,374
BANCR,lncRNA,100885775,Homo sapiens,NR_047671.2,698
LINC-ROR,lncRNA,100885779,Homo sapiens,NR_048536.2,2641
SNAP47-AS1,lncRNA,100885800,Homo sapiens,ENST00000413347.2,1737
LINCMD1,lncRNA,101154644,Homo sapiens,NR_131248.1,372
CCAT2,lncRNA,101805488,Homo sapiens,NR_109834.1,1778
LMO7-AS1,lncRNA,101927155,Homo sapiens,NR_120410.1,602
ANKRD44-IT1,lncRNA,101927547,Homo sapiens,NR_046837.1,1085
CTC-338M12.4,lncRNA,101928649,Homo sapiens,NR_109909.1,1028
LOC101929566,lncRNA,101929566,Homo sapiens,XR_933010.2,1312
OSMR-AS1,lncRNA,101929768,Homo sapiens,NR_109951.1,667
LINC00205,lncRNA,102723489,Homo sapiens,NR_026943.1,7284
PABPC5-AS1,lncRNA,102724167,Homo sapiens,NR_110659.1,407
LENG8-AS1,lncRNA,104355426,Homo sapiens,NR_126418.1,905
SNHG14,lncRNA,104472715,Homo sapiens,NR_146177.1,19539
FMR1-IT1,lncRNA,106478973,Homo sapiens,ENST00000441414.1,349
ASH1L-IT1,lncRNA,106478976,Homo sapiens,ENST00000458371.1,456
ZNF346-IT1,lncRNA,106480741,Homo sapiens,ENST00000515264.1,758
BRWD1-IT1,lncRNA,106480743,Homo sapiens,ENST00000435608.1,498
